MONTH,CITY,STORE,STATUS,ZONE_MAPPING,ORDER_COUNT,CART_SALES,DISCOUNT,NET_REVENUE,IDEAL_FOOD_COST,GROSS_MARGIN,KITCHEN_EBITDA,VARIANCE,REVENUE_COHORT,CM_COHORT,EBITDA_CATEGORY,EBITDA_COHORT,GM_PERCENT,EBITDA_PERCENT,VARIANCE_PERCENT,REVENUE_BUCKET,VARIANCE_BUCKET,EBITDA_STATUS
2024-03-01,Mumbai,Rivers Ltd,Inactive,South,11082,3781877.44,689871.51,3184077.65,1306676.2,1784860.25,433448.73,26699.62,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,56.055801591396495,13.613007521974222,2.043323357385709,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-10-01,Ahmedabad,"Mitchell, Archer and Barajas",Inactive,North,9448,4434186.58,1033605.14,3529601.59,1527942.7,1935132.91,591912.68,12179.2,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,54.82581704072725,16.769957314077484,0.7970979540005002,INR 35 to 45 lacs,Var <2%,Moderate Profit
2023-11-01,Ahmedabad,"Mitchell, Archer and Barajas",Inactive,North,10955,4524121.28,1142917.04,3465850.51,1142858.83,2240507.48,728505.3,15565.17,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,64.6452428786376,21.0195245841691,1.3619503644207744,INR 25 to 35 lacs,Var <2%,High Profit
2023-12-01,Ahmedabad,"Mitchell, Archer and Barajas",Inactive,North,10917,3668195.94,786435.23,3005093.96,1084490.98,1823994.02,397420.03,20670.14,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,60.69673841412933,13.224878665690706,1.9059762027711842,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Ahmedabad,"Mitchell, Archer and Barajas",Inactive,North,11079,5178460.21,800366.02,4484824.08,2141311.68,2265624.43,990242.71,23569.67,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,50.51757637726561,22.07985625157453,1.100711784283547,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Ahmedabad,"Mitchell, Archer and Barajas",Inactive,North,12528,5889769.97,940958.96,5056365.01,2359392.31,2581748.77,1194225.91,16630.27,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,51.05938287473436,23.618269401797004,0.7048539545337418,Above INR 45 lacs,Var <2%,High Profit
2024-03-01,Ahmedabad,"Mitchell, Archer and Barajas",Inactive,North,8361,2797283.42,811615.11,2043842.98,778424.47,1199768.55,-258992.78,17495.04,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,58.70160094196669,-12.671853099008615,2.247493581490315,INR 15 to 25 lacs,Var 2-3%,Loss Making
2023-10-01,Mumbai,Hoffman Inc,Active,West,12656,6222888.13,1007677.77,5346846.23,1861234.57,3342825.83,2090568.59,16999.08,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,62.519580444339795,39.09909692690003,0.9133228166936531,Above INR 45 lacs,Var <2%,High Profit
2023-11-01,Mumbai,Hoffman Inc,Active,West,10817,3532163.47,584497.85,3060836.03,1211567.78,1789791.91,414477.45,11660.88,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,58.47395588845051,13.54131505045045,0.962462042362995,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-12-01,Mumbai,Hoffman Inc,Active,West,11186,4683747.86,830905.2,3919046.22,1437449.38,2332067.04,923705.25,25756.02,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,59.50598459642561,23.569644197766056,1.791786226239146,INR 35 to 45 lacs,Var <2%,High Profit
2024-01-01,Mumbai,Hoffman Inc,Active,West,12008,5622090.99,1286574.89,4415824.46,1937867.94,2408724.74,1152675.22,18100.79,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,54.54756550716693,26.103284458911663,0.9340569409492372,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Mumbai,Hoffman Inc,Active,West,8952,4066601.83,814222.98,3337737.85,1425400.42,1843007.21,456487.76,25594.52,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,55.21725470441006,13.67656120746571,1.7956021087744596,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-03-01,Mumbai,Hoffman Inc,Active,West,11426,5024937.88,1404810.68,3730120.13,1374944.85,2221653.62,803310.24,14312.18,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,59.55984103922144,21.535773969831908,1.0409275688403063,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Bangalore,"Lopez, Harper and Travis",Active,North,9974,4936357.03,831572.06,4221893.02,1698948.1,2410666.91,1067144.26,18938.91,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,57.09919456935933,25.276440093216767,1.1147432932177268,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Bangalore,"Lopez, Harper and Travis",Active,North,9164,4246575.37,965223.24,3358238.21,1220419.09,2000906.18,787602.56,18312.26,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,59.58202053808446,23.45284970121283,1.500489475299833,INR 25 to 35 lacs,Var <2%,High Profit
2023-12-01,Bangalore,"Lopez, Harper and Travis",Active,North,14314,6316722.5,1210708.6,5218115.01,1877370.94,3226087.06,1842657.9,19048.52,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,61.82475958880792,35.312711514957584,1.0146380554926455,Above INR 45 lacs,Var <2%,High Profit
2024-01-01,Bangalore,"Lopez, Harper and Travis",Active,North,10784,5294578.72,1036763.33,4318525.21,1881670.53,2342504.01,1080825.89,23037.6,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,54.243147743486254,25.027661931838068,1.2243163525550884,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Bangalore,"Lopez, Harper and Travis",Active,North,8296,3618746.81,1034371.61,2651642.54,940102.69,1614047.87,224435.22,27816.21,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,60.86973812088563,8.464007369560454,2.958848038186126,INR 25 to 35 lacs,Var 2-3%,Low Profit
2024-03-01,Bangalore,"Lopez, Harper and Travis",Active,North,13674,4724218.59,1342599.81,3424056.65,1083348.17,2250304.88,1088739.57,17420.98,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,65.72043368499759,31.7967744488106,1.6080684384227095,INR 25 to 35 lacs,Var <2%,High Profit
2023-10-01,Ahmedabad,"Wallace, Carr and Smith",Inactive,South,10166,4296414.86,1046490.97,3280718.25,1329729.93,1805692.05,437858.71,12540.71,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,55.03953440683301,13.346428331661825,0.9431020327563808,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-11-01,Ahmedabad,"Wallace, Carr and Smith",Inactive,South,12978,6443047.41,1426563.18,5075395.27,1630141.57,3310826.05,2065182.65,15072.69,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,65.23287101538399,40.690085010856706,0.9246246017761512,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Ahmedabad,"Wallace, Carr and Smith",Inactive,South,11705,4220960.26,679211.56,3651474.44,1593350.18,1924726.65,486305.6,15927.03,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,52.71094407551159,13.318061182977909,0.999593824378267,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-01-01,Ahmedabad,"Wallace, Carr and Smith",Inactive,South,9817,4256172.08,1113967.93,3224946.91,1076239.95,2050901.17,660277.44,10545.35,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,63.5948816286095,20.474056113996614,0.9798326107481887,INR 25 to 35 lacs,Var <2%,High Profit
2024-02-01,Ahmedabad,"Wallace, Carr and Smith",Inactive,South,8498,4218860.8,758605.79,3542190.16,1042457.53,2385254.52,988781.32,20496.04,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,67.33840963524104,27.914405363262595,1.9661270996814615,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Ahmedabad,"Wallace, Carr and Smith",Inactive,South,13007,4307781.42,673590.21,3714899.23,1530903.1,2100519.81,618643.42,18387.43,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,56.54311678327814,16.65303368134699,1.2010838569730506,INR 35 to 45 lacs,Var <2%,Moderate Profit
2023-10-01,Hyderabad,"Brown, Davidson and Parrish",Active,East,12245,5340191.44,1543640.26,3883900.58,1819274.01,1921571.29,497682.22,25002.36,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,49.47529552880574,12.813979393880365,1.3743042478796252,INR 35 to 45 lacs,Var <2%,Moderate Profit
2023-11-01,Hyderabad,"Brown, Davidson and Parrish",Active,East,9489,4334184.43,1290685.42,3100918.77,1188174.53,1807304.84,337839.98,10454.31,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,58.28288239875435,10.894834887919362,0.8798631628637924,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-12-01,Hyderabad,"Brown, Davidson and Parrish",Active,East,13249,5017531.31,1232791.02,3897777.82,1691514.46,2147029.38,685044.41,24830.19,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,55.08342135314423,17.575255482366106,1.4679265585468302,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-01-01,Hyderabad,"Brown, Davidson and Parrish",Active,East,9507,3616718.45,734683.19,3004936.23,1198402.12,1685438.49,244149.14,22005.76,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,56.08899360902577,8.124935816025621,1.8362584338552403,INR 25 to 35 lacs,Var <2%,Low Profit
2024-02-01,Hyderabad,"Brown, Davidson and Parrish",Active,East,12350,4685148.85,724047.01,4087336.99,1311116.09,2632212.8,1245523.39,17799.67,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,64.39921167351557,30.47273550106765,1.3575967937362432,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Hyderabad,"Brown, Davidson and Parrish",Active,East,12036,5131327.89,815086.06,4421884.01,1911114.98,2368322.29,871748.35,27005.26,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,53.55912286808265,19.714410147994816,1.4130630696013904,INR 35 to 45 lacs,Var <2%,Moderate Profit
2023-10-01,Ahmedabad,Marshall LLC,Active,East,12357,5805470.79,1497819.03,4432144.1,1436814.94,2881124.17,1485286.96,27002.22,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,65.00520075599528,33.51170283475215,1.8793109152943526,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Ahmedabad,Marshall LLC,Active,East,7684,3067252.42,655038.61,2535427.4,1136531.46,1317083.3,69199.06,20224.89,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,51.94719044213216,2.7292858000982396,1.7795275108354678,INR 25 to 35 lacs,Var <2%,Low Profit
2023-12-01,Ahmedabad,Marshall LLC,Active,East,8956,2798458.77,486446.36,2430237.12,791139.41,1561614.27,240352.96,25754.15,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,64.25769144699757,9.890103234041622,3.2553238625794156,INR 15 to 25 lacs,Var 3-5%,Low Profit
2024-01-01,Ahmedabad,Marshall LLC,Active,East,14543,4725776.52,1220043.52,3566543.18,1434521.91,2016572.83,638724.43,10523.36,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,56.541382740247656,17.908781634321894,0.7335795937756016,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-02-01,Ahmedabad,Marshall LLC,Active,East,14287,5301164.45,994220.06,4430501.99,1678142.75,2638328.65,1279307.58,28229.96,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,59.54920358810176,28.87500294295094,1.682214460003477,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Ahmedabad,Marshall LLC,Active,East,8597,2959046.7,828315.47,2176921.5,835920.83,1255793.66,-277503.56,15861.25,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,57.686676345472264,-12.747522590961594,1.897458399260131,INR 15 to 25 lacs,Var <2%,Loss Making
2023-10-01,Ahmedabad,Schaefer-Gutierrez,Active,East,9381,3062829.71,463785.04,2724993.25,917680.36,1756503.85,279258.66,21050.01,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,64.45901654985752,10.24804960526049,2.293828103720123,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-11-01,Ahmedabad,Schaefer-Gutierrez,Active,East,14645,5302312.55,884602.37,4495750.23,1798939.62,2557503.59,1372773.8,28535.13,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,56.88713694399343,30.534921420667978,1.5862194418732072,INR 35 to 45 lacs,Var <2%,High Profit
2023-12-01,Ahmedabad,Schaefer-Gutierrez,Active,East,9622,3482431.36,561791.27,2986399.44,1222239.67,1707917.48,401107.96,16104.3,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,57.18985401363456,13.431155746533358,1.3176057360337519,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Ahmedabad,Schaefer-Gutierrez,Active,East,14234,4665070.61,910211.52,3865032.58,1187593.58,2546992.12,1155252.06,14889.44,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,65.8983350665572,29.8898401523953,1.2537487782646988,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Ahmedabad,Schaefer-Gutierrez,Active,East,11038,3463766.44,758519.79,2821513.41,1095485.9,1624581.98,439212.07,16786.72,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,57.578389464397404,15.56654199988367,1.5323538166944917,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-03-01,Ahmedabad,Schaefer-Gutierrez,Active,East,8236,3060261.3,716871.02,2459756.0,1100758.25,1282865.2,-132358.14,10800.14,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,52.154164884647095,-5.380945914960671,0.9811545813987765,INR 15 to 25 lacs,Var <2%,Loss Making
2023-10-01,Pune,Black LLC,Active,North,12553,3914122.44,726242.95,3302893.73,1040736.1,2129517.0,799397.18,11967.56,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,64.47428146590717,24.20293371049513,1.149913027904,INR 25 to 35 lacs,Var <2%,High Profit
2023-11-01,Pune,Black LLC,Active,North,11439,4072536.49,1097201.85,3082564.55,1215706.44,1809906.62,473506.1,28530.23,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,58.7143137035038,15.360784577893105,2.346802571844565,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-12-01,Pune,Black LLC,Active,North,7237,2177492.78,414380.52,1878685.94,805299.69,999457.2,-304111.93,16193.54,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,53.19980198499808,-16.187481021974328,2.0108712571340988,INR 15 to 25 lacs,Var 2-3%,Loss Making
2024-01-01,Pune,Black LLC,Active,North,13666,4890247.73,1218842.0,3774864.57,1186193.01,2471757.27,1015448.48,20087.64,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,65.4793628795006,26.900262543723525,1.6934545921831052,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Pune,Black LLC,Active,North,10146,4338673.24,737584.26,3728614.36,1123824.79,2492379.27,1118619.95,18917.15,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,66.8446513733858,30.00095590470236,1.683282854082619,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Pune,Black LLC,Active,North,8866,3968957.94,911227.65,3138210.12,1218485.18,1843481.75,494039.9,20180.29,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,58.74309493336284,15.74272853342274,1.6561785347278497,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-10-01,Pune,Higgins-Fernandez,Inactive,North,11466,5234710.4,1251996.23,4098597.87,1564229.37,2448748.69,1222664.13,13360.05,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,59.746009920216935,29.83127812926912,0.8540978871915695,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Pune,Higgins-Fernandez,Inactive,North,7794,3226536.7,658232.43,2599042.46,802501.82,1679371.01,297956.71,21114.05,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,64.61498939882652,11.464095511544665,2.6310283009700837,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-12-01,Pune,Higgins-Fernandez,Inactive,North,14686,6854202.12,1292702.92,5694088.54,2108294.76,3478855.15,2136249.69,24644.91,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,61.09590895121557,37.51697352426487,1.16894992425063,Above INR 45 lacs,Var <2%,High Profit
2024-01-01,Pune,Higgins-Fernandez,Inactive,North,11022,4288990.42,693254.4,3705849.13,1652503.92,1987973.03,550864.63,18565.86,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,53.64419759851368,14.864734388148177,1.1234986964508986,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-02-01,Pune,Higgins-Fernandez,Inactive,North,11679,4716590.72,1269853.29,3522247.74,1256993.87,2123204.68,538559.85,29677.07,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,60.27982233867514,15.290231969884093,2.3609558255045426,INR 35 to 45 lacs,Var 2-3%,Moderate Profit
2024-03-01,Pune,Higgins-Fernandez,Inactive,North,9673,3842367.77,818378.71,3099262.02,1500904.08,1460617.14,-1693.77,16290.14,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,47.12790111240739,-0.05465075198772642,1.0853551680664364,INR 25 to 35 lacs,Var <2%,Loss Making
2023-10-01,Hyderabad,Fuller LLC,Inactive,East,13919,6868722.23,1380667.37,5529527.52,1794374.51,3614266.31,2210127.35,28849.27,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,65.36302237266017,39.969551503380536,1.607761915877862,Above INR 45 lacs,Var <2%,High Profit
2023-11-01,Hyderabad,Fuller LLC,Inactive,East,13828,6629394.21,1374292.53,5322364.02,1982598.99,3253078.19,1606435.81,18944.26,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,61.12092629846089,30.18274969474937,0.9555265636446227,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Hyderabad,Fuller LLC,Inactive,East,12480,4268511.51,1099287.87,3303232.24,1480135.05,1727560.24,369339.39,24369.04,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,52.29908509248504,11.181151162414181,1.6464065221616093,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Hyderabad,Fuller LLC,Inactive,East,9282,3685025.67,592678.17,3172345.44,1125760.28,1967240.16,640647.56,14084.01,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,62.01216724998271,20.19476037893276,1.2510665236829994,INR 25 to 35 lacs,Var <2%,High Profit
2024-02-01,Hyderabad,Fuller LLC,Inactive,East,14391,6096236.54,995344.11,5204218.41,2014818.44,3049287.11,1652372.95,14388.89,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,58.59260449447585,31.750645722803167,0.7141531819611499,Above INR 45 lacs,Var <2%,High Profit
2024-03-01,Hyderabad,Fuller LLC,Inactive,East,14014,5990915.65,1034953.93,5060673.65,2414574.18,2574002.45,1141871.4,22386.77,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,50.86284214355533,22.563624508764754,0.9271518839814646,Above INR 45 lacs,Var <2%,High Profit
2023-10-01,Hyderabad,Nash-Freeman,Active,West,7719,3549057.54,1030190.0,2591997.74,1011016.4,1470846.41,37817.39,11183.13,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,56.74566714707089,1.4590055159538833,1.1061274574774453,INR 25 to 35 lacs,Var <2%,Low Profit
2023-11-01,Hyderabad,Nash-Freeman,Active,West,12054,5825027.03,1281100.56,4661713.31,1511682.74,3058901.41,1691662.26,18908.83,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,65.61753601274121,36.28842332219697,1.2508464573723983,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Hyderabad,Nash-Freeman,Active,West,11391,3542979.98,879669.48,2748572.49,1323024.37,1307469.06,-54159.89,17919.05,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,47.56902227454077,-1.9704734074523171,1.3544005995898623,INR 25 to 35 lacs,Var <2%,Loss Making
2024-01-01,Hyderabad,Nash-Freeman,Active,West,8016,2989494.47,573459.43,2522715.05,799400.77,1605347.05,246863.75,13050.29,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,63.63568687632796,9.785637501944581,1.6325090605054084,INR 25 to 35 lacs,Var <2%,Low Profit
2024-02-01,Hyderabad,Nash-Freeman,Active,West,8700,3473658.49,943304.78,2640141.28,814654.56,1687645.68,480403.82,12307.9,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,63.922551902222445,18.19614062471687,1.5108121410380368,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-03-01,Hyderabad,Nash-Freeman,Active,West,11173,4402404.31,1104876.52,3368888.75,1053177.46,2261717.95,802473.81,21425.59,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,67.13543004351212,23.820133864616338,2.034376049027863,INR 25 to 35 lacs,Var 2-3%,High Profit
2023-10-01,Hyderabad,Williams Group,Inactive,South,12842,4179074.6,1196509.31,3067832.45,1376540.62,1557215.68,140668.1,28161.38,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,50.75947612458431,4.585260189160591,2.0458081360505,INR 25 to 35 lacs,Var 2-3%,Low Profit
2023-11-01,Hyderabad,Williams Group,Inactive,South,9046,2992343.36,451486.86,2589883.63,1008575.03,1477982.0,-30730.63,15165.55,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,57.06750615663763,-1.1865641237324631,1.5036610612896095,INR 25 to 35 lacs,Var <2%,Loss Making
2023-12-01,Hyderabad,Williams Group,Inactive,South,14263,4734351.95,1091533.14,3693520.89,1185966.65,2435486.68,1207659.82,15513.81,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,65.93943157581546,32.696710157228864,1.3081151986862363,INR 35 to 45 lacs,Var <2%,High Profit
2024-01-01,Hyderabad,Williams Group,Inactive,South,11480,5127079.78,1352921.51,3896898.17,1285220.2,2492781.09,1165267.82,22105.43,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,63.968340491689055,29.902444692312812,1.7199721884234311,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Hyderabad,Williams Group,Inactive,South,8711,2671546.93,527615.15,2232500.62,1049139.26,1056259.71,-297635.61,28022.47,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,47.31285181009266,-13.331938514758395,2.670996222179313,INR 15 to 25 lacs,Var 2-3%,Loss Making
2024-03-01,Hyderabad,Williams Group,Inactive,South,12747,6267335.38,1259795.7,5111639.43,2342735.02,2640326.59,1163966.8,29473.3,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,51.65322449201,22.770909723575713,1.2580722851020514,Above INR 45 lacs,Var <2%,High Profit
2023-10-01,Bangalore,"Torres, Sanders and Moon",Active,East,11700,5024069.87,1299410.65,3823580.78,1293096.78,2426601.06,910569.76,20781.68,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,63.464098174486594,23.814581471978215,1.6071248742882183,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Bangalore,"Torres, Sanders and Moon",Active,East,9447,4231627.58,673416.44,3629345.69,1271635.72,2228859.92,815100.26,28195.85,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,61.41216931033098,22.458600795340605,2.21728986977497,INR 35 to 45 lacs,Var 2-3%,High Profit
2023-12-01,Bangalore,"Torres, Sanders and Moon",Active,East,9336,4586892.8,1074221.48,3602741.88,1144603.76,2340036.49,1067549.91,14564.93,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,64.95154434988277,29.631595755619326,1.272486646383199,INR 35 to 45 lacs,Var <2%,High Profit
2024-01-01,Bangalore,"Torres, Sanders and Moon",Active,East,12989,4433889.17,1244796.39,3280025.31,1368057.02,1829122.37,517581.34,29778.45,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,55.76549560222753,15.779797138211718,2.1766965531889895,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2024-02-01,Bangalore,"Torres, Sanders and Moon",Active,East,13622,5522055.19,1413873.36,4227794.99,1888563.68,2257988.18,843593.09,17161.24,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,53.4081757829038,19.95350039430365,0.9086926843790623,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-03-01,Bangalore,"Torres, Sanders and Moon",Active,East,10869,5266391.55,1467822.9,3892884.3,1235713.01,2581196.8,1176556.84,11253.8,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,66.30551028706402,30.22326761676426,0.9107130789211323,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Ahmedabad,Medina Ltd,Inactive,West,7402,3510878.2,539646.87,3053713.3,1224313.76,1770343.93,395082.82,22210.65,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,57.973481989943195,12.937783648517364,1.81413055424616,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-11-01,Ahmedabad,Medina Ltd,Inactive,West,14924,6085660.85,1167221.88,5040820.17,2204201.54,2716873.1,1256885.95,21139.49,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,53.89744145544474,24.934155705062576,0.9590543158771225,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Ahmedabad,Medina Ltd,Inactive,West,13576,6220489.86,1360992.71,4970796.13,1476858.13,3415100.3,2087190.98,20181.21,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,68.70328636873707,41.989068258166526,1.366496184708006,Above INR 45 lacs,Var <2%,High Profit
2024-01-01,Ahmedabad,Medina Ltd,Inactive,West,9667,3080667.61,470575.96,2757627.16,967103.32,1683261.37,325621.94,27208.86,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,61.04020856829682,11.808048046640213,2.8134387957638283,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2024-02-01,Ahmedabad,Medina Ltd,Inactive,West,12505,3806880.81,581704.51,3322721.84,1303883.2,1903031.0,708609.26,20934.67,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,57.27325643364718,21.32616854861375,1.6055632897179748,INR 25 to 35 lacs,Var <2%,High Profit
2024-03-01,Ahmedabad,Medina Ltd,Inactive,West,14381,5485118.19,1603477.09,3971893.15,1614955.65,2286756.81,1067371.66,24333.87,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,57.5734724888055,26.87312119662635,1.5067825546788236,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Pune,Paul Ltd,Inactive,West,9662,4349649.46,804968.98,3649092.23,1237472.02,2278683.39,1048125.9,23779.32,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,62.44521229873108,28.722921590830826,1.9216046597966714,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Pune,Paul Ltd,Inactive,West,8375,2781260.19,571923.13,2268114.15,939604.64,1231266.57,-72514.31,20288.12,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,54.285917223346104,-3.197119069161488,2.1592187965355296,INR 15 to 25 lacs,Var 2-3%,Loss Making
